HEADER,EXTSNOOZE,FILE
HEADER,PARTNER
030,X,EXTSNOOZE
FOOTER,PARTNER,1
HEADER,TXNREC
055,A,20100623180213,1126125,"SEA4201","ORTHOCARE FIRM MATTRESS QS DISCONTINUED",1,86900,13035,"Shepparton",,,,RACV,390:26934::1.33,VIC*,,
055,A,20100624180213,3083890006301202,"CLO0003"," LE CHATEAU BEDSIDE",2,29900,3000,"Shepparton",,,,RACV,390:26908::2.22,VIC*,,
055,A,20100624180213,3083890006301202,"CLO0003"," LE CHATEAU BEDSIDE",2,26900,4050,"Shepparton",,,,RACV,390:26908::2.33,VIC*,,
055,A,20100624180213,3083890006301202,"CLO0006","LE CHATEAU TALLBOY",1,69900,7000,"Shepparton",,,,RACV,390:26908::3.22,VIC*,,
055,A,20100624180213,3083890006301202,"CLO0006","LE CHATEAU TALLBOY",1,62900,9500,"Shepparton",,,,RACV,390:26908::3.33,VIC*,,
055,A,20100626180213,5113726,"SOP4756","TECHNOGEL DELUXE PILLOW 11CM MEDIUM PROFILE",1,22900,3350,"Shepparton",,,,RACV,390:26946::3.33,VIC*,,
055,A,20100626180213,5113726,"MYL39004","FORGET ME NOT THROW 127X152CM",1,4400,660,"Shepparton",,,,RACV,390:26946::4.33,VIC*,,
055,A,20100702180213,lorraine cubbin,"SEA4201","ORTHOCARE FIRM MATTRESS QS DISCONTINUED",1,86900,13035,"Shepparton",,,,RACV,390:26960::1.33,VIC*,,
055,A,20100709180206,1630030,"PFM0048","TALBOT SLAT BED SB C/W TULIP",1,000,48900,"Shepparton",,,,RACV,390:27002::1.22,VIC*,,
055,A,20100709180206,1630030,"SOP0247","SIMPLEE KIDZ MATTRESS SB",1,29900,1935,"Shepparton",,,,RACV,390:27002::2.22,VIC*,,
055,A,20100709180206,1630030,"FOA0009","FOAM MATTRESS 6 SB",1,9500,1850,"Shepparton",,,,RACV,390:27002::4.22,VIC*,,
055,A,20100714180213,5113726,"STL0209","STL SERIES 400 MATTRESS QS BLUE/BLUE 551-PT-Q",1,252900,37900,"Shepparton",,,,RACV,390:26946:A:1.33,VIC*,,
055,A,20100718180206,4187394,"SOP4356","OSTEO CONTOUR MATTRESS QS PILLOWTOP  DISCONTINUED",1,99900,29500,"Shepparton",,,,RACV,390:27058::1.33,VIC*,,
055,A,20100718180206,4187394,"AJO0050","SEVILLE TIMBER SLAT BED QS SEVQB - DISCONTINUED",1,139899,42234,"Shepparton",,,,RACV,390:27058::2.33,VIC*,,
055,A,20100718180206,4187394,"AJO0054","SEVILLE BEDSIDE TABLE 3 DRAWER SEVBS - DISCONTINUE",2,59900,19185,"Shepparton",,,,RACV,390:27058::3.33,VIC*,,
055,A,20100720180213,2168595,"","ITEM NOT FOUND",0,252900,38001,"Shepparton",,,,RACV,390:26994::4,VIC*,,
055,A,20100722180214,5513274,"BRI3900005","CASCARA TABLE LAMP BLACK",2,12980,1980,"Shepparton",,,,RACV,390:27078::1.33,VIC*,,
055,A,20100723180214,1105075,"SOP5012","NOVA COILSPRING MATTRESS QS VALUE RANGE  DISCONTIN",1,74900,29235,"Shepparton",,,,RACV,390:27060::1.33,VIC*,,
055,A,20100723180214,4396176,"SOP4755","TECHNOGEL ANATOMIC PILLOW 11CM MEDIUM PROFILE",1,24900,4900,"Shepparton",,,,RACV,390:27079::1.33,VIC*,,
055,A,20100726180214,55019952,"Z390SOP025","SAHARA DELUXE QUEEN MATTRESS",1,39900,5985,"Shepparton",,,,RACV,390:27084::1.33,VIC*,,
055,A,20100726180214,55019952,"SOP1091","CONSULATE QS PLATFORM BASE DISCONTINUED",1,30000,4500,"Shepparton",,,,RACV,390:27084::2.33,VIC*,,
055,A,20100728180214,412228,"SOP5012","NOVA COILSPRING MATTRESS QS VALUE RANGE  DISCONTIN",1,59900,8985,"Shepparton",,,,RACV,390:27018::1.33,VIC*,,
055,A,20100728180214,412228,"SOP4954","FEATURE BASE QS CHARCOAL SUEDE - VALUE RANGE",1,35000,5250,"Shepparton",,,,RACV,390:27018::2.33,VIC*,,
055,A,20100728180214,412228,"BIO390004","BIO MAGNETIC COTTON QUEEN UNDERLAY",1,21900,3285,"Shepparton",,,,RACV,390:27018::3.33,VIC*,,
055,A,20100728180214,412228,"BAM390039","MOODMAKER CONTOURED LATEX PILLOW",2,7700,1155,"Shepparton",,,,RACV,390:27018::4.33,VIC*,,
055,A,20100730180213,5217898,"Z390PFM104","EUREKA KING SINGLE BED",1,49900,11735,"Shepparton",,,,RACV,390:26983::5.33,VIC*,,
055,A,20100730180213,5217898,"SOP1682","OSTEO YOUTH SUPPORT MATTRESS SBKS DISCONTINUED",1,47900,7185,"Shepparton",,,,RACV,390:26983::7.33,VIC*,,
055,A,20100802180214,4420683,"STL0209","STL SERIES 400 MATTRESS QS BLUE/BLUE 551-PT-Q",1,279951,42051,"Shepparton",,,,RACV,390:27061::1.33,VIC*,,
055,A,20100802180214,4420683,"SOP4756","TECHNOGEL DELUXE PILLOW 11CM MEDIUM PROFILE",2,24900,3735,"Shepparton",,,,RACV,390:27061::7.33,VIC*,,
055,A,20100803180214,49222738,"SEA4254","BALMAIN MATTRESS KS DISCONTINUED",1,229900,34485,"Shepparton",,,,RACV,390:27083::1.33,VIC*,,
055,A,20100803180214,49222738,"SEA4273","RESERVE BASE KS DISCONTINUED",1,70000,20000,"Shepparton",,,,RACV,390:27083::2.22,VIC*,,
055,A,20100803180214,49222738,"SEA4273","RESERVE BASE KS DISCONTINUED",1,50000,7500,"Shepparton",,,,RACV,390:27083::2.33,VIC*,,
055,A,20100803180214,49222738,"SOP4755","TECHNOGEL ANATOMIC PILLOW 11CM MEDIUM PROFILE",1,23000,3450,"Shepparton",,,,RACV,390:27083::3.33,VIC*,,
055,A,20100805180214,730248,"STL0203","STL SERIES 400 MATTRESS QS GREEN/RED 550-PT-Q",1,252900,37935,"Shepparton",,,,RACV,390:27028:A:1.33,VIC*,,
055,A,20100805180214,730248,"STL0287","STL SERIES 400/200 BASE QS 554-F-Q-DISCONTINUED",1,30000,4500,"Shepparton",,,,RACV,390:27028:A:2.33,VIC*,,
055,A,20100805180214,3112360,"SOP1680","OSTEO YOUTH SUPPORT MATTRESS SB DISCONTINUED",1,42900,3500,"Shepparton",,,,RACV,390:27059::1.33,VIC*,,
055,A,20100805180214,3112360,"SOP1681","OSTEO YOUTH SUPPORT PLATFORM BASE SB DISCONTINUED",1,22000,2000,"Shepparton",,,,RACV,390:27059::2.33,VIC*,,
055,A,20100805180214,5732661,"BAM390021","SORRENTO KS SUPER LOFT QUILT",1,23100,3465,"Shepparton",,,,RACV,390:27099::5.33,VIC*,,
055,A,20100805180214,5732661,"BIO390004","BIO MAGNETIC COTTON QUEEN UNDERLAY",1,22900,3435,"Shepparton",,,,RACV,390:27099::6.33,VIC*,,
055,A,20100806180206,3711638,"Z390PFM109","EUREKA SB C/W MATCHING FOOT",1,46530,6665,"Shepparton",,,,RACV,390:27127::1.33,VIC*,,
055,A,20100806180206,3711638,"SOP3025","SAHARA MATTRESS SB DISCONTINUED",1,17900,2685,"Shepparton",,,,RACV,390:27127::4.33,VIC*,,
055,A,20100807180206,5220685,"SOP4956","ABODE MATTRESS SB VALUE RANGE-DISCONTINUED",1,34900,6980,"Shepparton",,,,RACV,390:27139::1.33,VIC*,,
055,A,20100807180206,5220685,"SOP4950","FEATURE BASE SB CHARCOAL SUEDE -  VALUE RANGE",1,23000,4920,"Shepparton",,,,RACV,390:27139::2.33,VIC*,,
055,A,20100807180214,1719661,"STL0216","STL SERIES 400 MATTRESS KS BLUE/RED 552-PT-K",1,339950,51050,"Shepparton",,,,RACV,390:27064::1.33,VIC*,,
055,A,20100807180214,1719661,"SOP4755","TECHNOGEL ANATOMIC PILLOW 11CM MEDIUM PROFILE",2,24900,3735,"Shepparton",,,,RACV,390:27064::2.33,VIC*,,
055,A,20100807180214,5603072,"SOP5022","VILLA MATTRESS DB VALUE RANGE-DISCONTINUED",1,49900,7500,"Shepparton",,,,RACV,390:27132::1.33,VIC*,,
055,A,20100807180214,3289623,"SOP4898","SLUMBERLAND VISCO 11CM PILLOW",1,16900,2600,"Shepparton",,,,RACV,390:27142::4.33,VIC*,,
055,A,20100807180214,3289623,"BAM0489","MADISON MATTRESS PROTECTOR QS COTTON - FITTED",1,10900,1600,"Shepparton",,,,RACV,390:27142::5.33,VIC*,,
055,A,20100807180214,3189167,"SOP4756","TECHNOGEL DELUXE PILLOW 11CM MEDIUM PROFILE",1,24900,5000,"Shepparton",,,,RACV,390:27144::3.33,VIC*,,
